rated,turns,increment_code,white_rating,black_rating,first_move,second_move,opening_ply
True,146,10+0,1659,1979,d4,g6,2
True,99,10+0,1650,1563,d4,d5,4
True,57,10+0,1579,1641,e4,e5,10
True,110,10+0,1649,1761,e4,e6,3
True,51,10+0,1791,1633,e4,e5,10
True,94,10+0,1569,1624,g3,c6,1
True,45,10+0,1613,1593,e4,e5,6
True,33,10+0,1523,1605,d4,d5,3
True,54,10+0,1792,1588,e4,e5,7
True,66,10+0,1600,1584,e4,e5,17
True,93,10+0,1589,1563,e4,d5,6
True,79,10+0,1593,1885,e4,c5,11
True,78,10+0,1587,1582,g3,e5,1
True,44,10+0,1592,1628,e4,e6,3
False,77,15+15,1185,1179,d4,e6,3
False,117,10+0,1153,1185,e4,c5,4
True,44,15+15,1196,1264,d4,d5,3
True,39,15+15,1186,1098,d4,d5,3
True,53,10+0,1459,1191,e4,c5,4
True,73,15+15,1146,1158,e4,c5,6
True,61,10+0,1332,1167,Nf3,d5,7
True,49,15+15,1160,946,d4,d5,3
False,10,5+8,1024,1160,Nf3,d5,3
False,38,10+0,1160,1217,d4,d5,5
True,24,10+0,1166,1422,d4,d5,7
True,45,10+0,1473,1170,d4,Nf6,2
False,50,15+5,1191,1146,e3,e5,1
False,47,10+0,1146,984,Nf3,e5,2
True,16,10+0,1081,1133,e4,d5,2
True,46,10+0,1151,1118,e4,e5,4
True,71,10+0,1133,1161,e4,e5,4
True,63,10+0,952,1159,e4,c5,2
True,49,10+0,1194,1175,e4,c5,3
True,7,10+0,1227,1192,e4,c5,3
True,49,10+0,1217,1210,d4,Nf6,3
True,134,10+0,1228,1262,e4,d5,8
True,18,10+0,1244,1263,e4,e5,4
True,99,10+0,1229,1133,e4,e5,8
True,131,10+0,1334,1246,e4,c5,6
True,60,10+0,1269,1269,e4,d5,4
True,104,10+0,1393,1234,c4,Nf6,4
True,44,10+0,1214,1594,e4,e5,7
False,58,10+20,1214,2621,e4,c5,10
True,41,10+0,1793,1216,e4,e6,5
True,154,10+0,1224,1530,e4,c5,3
True,56,10+0,1226,1848,e4,e5,6
True,49,10+0,2191,1174,e4,e6,6
True,57,10+0,1139,1221,d4,d5,5
True,111,10+0,1503,1146,d4,Nf6,3
True,46,10+0,1156,1111,e4,e6,7
True,70,10+0,1136,1227,e4,d5,4
True,75,10+0,1212,1169,e4,d6,5
True,41,10+0,1353,1192,e4,e6,3
True,32,10+0,1237,1237,e4,e5,6
True,86,10+0,1285,1309,e4,e5,4
True,27,10+0,1220,1252,d4,d5,5
True,51,10+0,1313,1285,e4,e6,5
True,28,10+0,1197,1197,e4,e6,5
True,89,10+0,1323,1310,e4,d5,6
True,33,10+0,1500,1471,e4,e5,6
False,50,15+0,1913,1147,f3,d5,1
False,24,15+0,1147,1913,e4,e5,8
False,86,5+5,1670,2621,e4,c5,10
False,74,5+60,1670,2621,e4,c5,10
True,72,10+0,1730,1656,g3,e5,1
True,92,10+0,1662,1844,e4,e5,5
True,48,10+0,1440,1647,e4,e5,3
True,73,10+0,1655,1762,e4,b6,2
True,66,10+0,1636,1939,e4,e5,6
True,122,10+0,1366,1644,d4,d5,5
True,124,10+0,1656,1612,e4,c5,7
True,70,10+0,1549,1648,d4,d5,2
True,39,10+0,1641,1488,e4,c5,6
True,39,10+0,1428,1659,e4,e5,8
True,110,10+0,1632,1648,d4,d5,4
True,52,10+0,1643,1457,e4,e5,6
True,87,10+0,1582,1656,e4,e5,3
True,50,10+0,1651,1437,e4,e5,6
True,63,10+0,1646,1436,e4,e5,6
True,121,10+0,1632,1692,e4,b6,2
True,36,10+0,1653,1624,d4,d5,5
True,82,10+0,1638,1552,e4,e5,6
True,128,10+0,1610,1627,e4,e5,8
True,57,10+0,1616,1586,e4,e5,5
True,61,10+0,1607,1542,e4,c5,6
True,75,10+0,1616,1618,e4,e5,5
True,64,10+0,1491,1624,e4,e5,3
True,60,10+0,1573,1614,e4,e5,7
True,93,10+0,1462,1631,e4,e5,4
True,44,10+0,1638,1413,e4,c6,5
True,92,10+0,1178,1636,e4,e5,12
True,92,10+0,1649,1597,e4,g6,4
True,95,10+0,1639,1588,e4,e5,5
True,56,10+0,1630,1560,e4,c5,11
True,32,10+0,1477,1622,e4,e5,7
True,89,10+0,1601,1998,e4,e5,6
True,77,10+0,2135,1602,f4,e6,1
True,31,10+0,1584,1786,e4,c5,9
True,59,10+0,1844,1589,d4,d5,5
True,138,10+0,1579,1986,e4,Nc6,6
True,26,10+0,1446,1572,d4,d5,5
True,92,10+0,1881,1935,e4,c5,4
True,60,10+0,2011,1865,d4,d5,3
True,60,10+0,1875,1921,e4,e5,5
True,70,10+0,1924,1861,d4,d5,3
False,75,60+40,2310,1861,g3,d5,4
True,24,10+0,1875,1809,e4,e6,5
True,62,10+0,1342,1874,e3,Nc6,1
True,39,10+0,1495,1896,d4,d5,4
True,52,10+0,1905,2022,e4,c5,4
True,125,10+0,1804,1895,e4,d6,4
True,34,10+0,1899,2207,e4,e6,5
True,32,10+0,2005,1908,e4,c6,2
True,48,10+0,1688,1899,d4,d5,7
False,61,20+10,1899,2061,e4,g6,2
False,106,15+10,2137,1899,Nc3,e5,5
False,54,20+30,2449,1899,c3,d5,1
True,68,10+0,1932,1886,e4,c5,3
True,137,10+0,1908,1898,e4,d6,8
True,59,10+0,1897,1303,e4,d5,4
True,85,10+0,1524,1906,d4,c6,1
False,103,5+15,2387,1906,d4,d5,4
False,32,5+15,2387,1906,d4,e6,2
True,113,10+0,1898,1790,e4,e5,4
True,46,10+0,1907,1983,e4,e5,3
True,52,10+0,1516,1905,d4,d6,2
False,146,25+10,1977,1816,c4,c5,2
True,104,10+0,1716,1972,e4,c5,14
True,97,10+0,1963,1857,c4,c6,2
True,55,10+0,1953,1894,c4,d5,2
True,84,10+0,1753,1947,e4,c5,4
True,60,10+0,1912,1936,b4,c5,2
True,57,10+0,1925,1880,c4,Nf6,2
True,72,10+0,1629,1921,e4,c5,8
True,69,10+0,1917,1621,c4,e5,2
True,147,10+0,1904,1902,c4,c5,8
True,86,10+0,1573,1901,c4,c5,3
True,149,10+0,1894,1717,e4,c5,3
True,37,10+0,1911,1894,f4,c5,1
True,41,10+0,1286,1893,e4,c5,6
True,60,10+0,1898,2125,c4,Nf6,3
True,138,10+0,1904,2122,c4,e5,2
True,111,10+0,1929,1916,e4,c5,4
True,107,10+0,1903,1914,c4,Nf6,2
True,28,10+0,1919,1889,e4,c5,14
True,64,10+0,1403,1887,d4,c5,2
True,139,10+0,1736,1893,d4,c5,2
True,82,10+0,1906,1890,c4,d6,1
True,78,10+0,1434,1912,Nf3,c5,2
True,71,10+0,1919,1682,b3,e6,1
True,23,10+0,1594,1942,e4,c5,3
True,45,10+0,1979,1954,e4,c5,4
True,117,10+0,1947,1771,c4,Nf6,2
True,111,10+0,2195,1952,Nf3,c5,2
True,149,10+0,1937,1975,c4,Nf6,2
True,94,10+0,1949,1986,c4,d6,1
True,47,10+0,1948,1397,e4,e5,5
True,115,10+0,1690,1970,e4,c5,4
True,97,10+0,1969,1320,c4,e5,2
False,31,5+5,1500,1500,e4,e5,5
True,16,10+0,1430,1311,e4,e5,5
True,44,10+0,1443,1381,d4,d5,5
True,54,10+0,1454,1421,d4,d5,6
True,43,10+0,1444,1465,b4,f6,1
True,34,10+0,1387,1457,c4,g6,9
True,122,10+0,1417,1447,e3,d5,3
True,51,10+0,1436,1439,d4,c6,12
True,62,10+0,1455,1081,e4,e5,10
True,30,10+0,1318,1448,e4,e5,10
True,79,10+0,1437,1446,e4,c6,9
True,32,10+0,1448,1436,d4,d5,4
True,78,10+0,1308,1441,e4,Nf6,5
False,99,10+5,1500,2621,d4,Nf6,3
False,23,10+0,2350,1500,e4,c5,4
False,28,30+30,2217,1500,e4,e5,7
True,42,10+0,1719,1679,d4,d5,6
True,42,10+0,1689,1670,e4,c5,8
True,59,10+0,1672,1701,e4,c5,3
True,80,10+0,1695,1923,e4,c5,11
True,31,10+0,1706,1698,e4,c5,4
True,107,10+0,1687,1717,d4,d5,7
True,18,2+15,1728,1723,e4,c5,8
True,72,10+1,1648,1719,e4,c5,4
False,45,5+8,1719,1765,e4,e5,7
True,66,15+15,1648,1710,d4,d5,4
True,93,10+0,1696,1722,d4,d5,3
True,90,10+0,1732,1768,e4,e5,13
True,23,10+0,1833,1740,e4,e5,6
True,118,10+0,1433,1737,d4,d5,3
True,103,10+0,1729,2008,e4,c5,7
True,23,10+0,1722,1605,e4,c5,8
True,91,15+15,1713,1659,e4,e5,6
True,56,10+0,1605,1698,e3,e5,1
True,71,10+0,1690,1613,e4,e6,3
True,48,10+0,1622,1681,e3,d5,1
True,80,10+0,1702,1681,e4,e5,6
True,33,10+0,1568,1696,e4,c5,8
True,84,10+0,1707,1699,e4,e6,3
True,51,10+0,1453,1724,e4,e5,6
True,47,10+0,1735,1733,e4,e5,5
True,74,5+12,1744,1801,e4,c5,9
True,77,5+8,1854,1730,e4,e5,7
True,54,10+0,1705,1719,e4,e5,6
True,75,10+0,1709,1716,e4,Nc6,5
True,89,10+0,1694,1825,e4,e5,5
True,62,10+0,1651,1684,e4,e5,3
True,49,10+0,1706,1695,e4,c5,2
True,67,10+0,1683,1717,e4,e5,5
True,73,10+0,1707,1693,d4,d5,2
True,43,10+0,1758,1702,d4,d5,4
True,70,10+0,1713,1709,e4,c5,11
True,28,10+0,1724,1734,e4,c5,7
True,16,10+0,1730,1882,e4,c5,4
True,53,8+0,1601,1510,e4,e6,3
True,21,8+0,1615,1518,e4,e6,3
True,40,8+0,1504,1623,e4,e5,4
True,54,8+0,1516,1454,e4,b6,2
True,36,8+0,1509,1505,e3,e6,1
True,60,8+0,1325,1499,d4,e6,2
True,35,8+0,1494,1313,e4,e6,3
True,54,8+0,1506,1452,e4,e5,4
True,34,8+0,1554,1494,e4,e6,2
True,64,8+0,1488,1309,e4,e5,8
True,37,8+0,1501,1421,e4,e5,9
True,51,8+0,1473,1513,d4,e6,3
False,3,8+0,1314,1513,d4,e6,3
True,135,8+0,1655,1509,e4,e6,3
True,99,8+0,1492,1691,e4,e5,8
True,65,8+0,1447,1505,d4,e6,4
True,43,8+0,1495,1474,e4,e5,6
True,80,8+0,1503,1570,e4,b6,2
True,51,8+0,1497,1351,e4,e5,7
True,100,8+0,1555,1484,Nf3,e6,2
True,44,8+0,1489,1473,Nc3,e6,1
True,77,8+0,1469,1604,e4,e5,6
True,66,8+0,1370,1461,d4,e6,2
True,120,8+0,1502,1448,e3,e6,1
True,94,8+0,1435,1515,e4,e6,3
True,51,8+0,1506,1444,e3,e6,1
True,127,8+0,1431,1520,e4,e5,4
True,96,8+0,1511,1439,d4,e6,2
False,78,30+10,1512,2085,d4,Nf6,11
True,88,10+0,1507,2084,e4,c5,11
True,113,10+0,2082,1509,e4,e5,10
True,21,15+0,2069,2030,e4,c5,12
True,20,15+6,2043,2104,c4,e5,4
True,60,10+15,2063,2010,c4,Nf6,5
True,57,15+3,1970,2087,d4,f5,2
True,57,10+15,2077,1899,c4,Nf6,7
False,52,15+0,1780,2015,e4,e6,3
False,152,10+0,1793,2015,d4,Nf6,8
False,18,10+0,2015,1793,e4,c5,10
False,120,10+0,1793,2015,d4,Nf6,4
False,105,10+0,2015,1793,d4,g6,2
False,39,10+0,2524,1500,e4,e5,8
True,18,10+0,1527,1882,e4,e5,3
True,4,10+0,1527,1882,f4,e6,1
True,54,7+2,1500,1901,d4,d5,5
True,4,10+0,1533,1897,f4,e6,1
True,5,10+0,1894,1539,e3,f5,1
True,26,10+0,1545,1890,e4,e5,3
True,4,10+0,1552,1887,f4,e6,1
False,115,5+60,1923,1887,d4,d5,3
False,26,15+0,1634,1821,e4,d5,6
False,66,15+0,1773,1821,e4,d5,4
False,108,5+8,1821,1842,e4,c5,11
False,154,15+3,1512,1821,d4,d5,6
False,21,25+0,1821,1832,e4,c6,5
False,48,25+0,1832,1821,e4,c6,7
False,89,25+0,1821,1832,e4,c6,5
False,31,25+0,1832,1821,e4,c6,7
False,66,10+0,1500,1821,d4,d5,5
False,80,8+15,1821,1820,e4,d5,5
False,62,15+5,1500,1821,e4,c6,11
False,120,11+0,1877,1821,e4,c6,11
True,38,30+25,1902,1830,e4,c6,8
False,61,12+1,1830,1311,e4,e5,8
False,28,10+5,1824,1830,e4,c6,3
False,99,15+0,1548,1842,e4,c6,5
True,49,15+3,1858,1730,e4,e6,3
True,44,8+0,1891,1845,e4,d5,6
True,55,25+0,1876,1856,e4,d5,4
True,92,15+5,1867,1883,e4,e5,8
True,27,10+0,1864,1449,e4,d5,4
True,98,15+10,1922,1851,d4,d5,5
True,24,15+10,1861,1899,e4,c6,4
True,4,10+0,1527,1861,f4,e6,1
True,16,20+5,1878,1698,e4,d5,6
False,85,10+5,1878,1906,e4,c5,14
True,70,15+5,1660,1873,e4,d5,4
False,36,5+8,1707,1873,e4,d5,4
True,124,10+0,1806,1875,d4,d5,11
True,61,8+0,1864,1842,e4,c5,5
True,66,8+0,1853,1853,e4,d5,6
True,20,14+0,1882,1840,e4,d5,6
True,49,10+5,1832,1696,e4,d6,4
True,42,10+5,1704,1824,c4,e5,2
True,47,15+15,1427,1444,e4,e5,8
True,25,15+15,1354,1406,e4,c5,9
True,61,10+0,1437,1431,e4,e5,4
True,49,15+15,1411,1372,e4,e5,4
True,57,15+15,1428,1441,e4,e5,5
True,58,10+0,1383,1412,e4,e5,3
False,30,15+2,1528,1500,d4,d5,3
True,12,9+5,1543,1426,d4,d6,2
True,34,9+5,1434,1535,d4,Nf6,6
True,81,9+5,1526,1442,d4,d5,4
True,107,9+5,1505,1898,d4,d5,3
True,17,9+5,1895,1507,d4,Nf6,6
True,78,9+5,1451,1497,d4,Nf6,2
True,42,9+5,1460,1487,d4,Nf6,2
True,6,180+3,1459,1488,d4,Nf6,2
True,61,7+3,1447,1501,Nc3,Nf,1
True,50,7+3,1457,1491,e4,c6,6
True,88,7+3,1467,1479,d4,Nf6,2
True,9,3+15,1785,1483,b4,e5,1
True,26,3+15,1487,1781,d4,g6,2
True,47,15+5,1491,1749,d4,e6,2
True,5,10+3,1482,1403,d4,d5,3
True,37,8+0,1218,1490,f4,d5,2
True,109,5+20,1528,1500,e4,c6,2
True,59,10+1,1505,1732,d4,e6,2
False,46,30+0,1500,1505,e4,c6,6
True,50,15+5,1436,1495,Nf3,Nf,3
True,40,5+17,1499,1800,d4,Nf6,2
True,53,10+0,1855,1502,e4,c6,6
False,15,15+0,1502,1530,d4,d5,3
False,52,8+0,1502,1473,d4,e5,6
False,32,8+0,1502,1467,d4,b5,2
False,99,10+0,1803,1502,e4,c6,2
False,19,10+0,1697,1502,d4,Nf6,8
True,89,10+0,1493,1416,d4,d6,2
True,71,15+0,1130,1048,e4,e5,8
True,43,9+8,994,1091,f4,e6,3
False,48,10+0,1186,1091,e4,c5,3
True,171,20+0,1071,891,e4,e5,4
False,34,20+0,1071,938,e4,e5,5
True,63,9+4,987,1125,e4,e5,6
True,79,10+0,1928,1529,e4,e6,5
True,48,10+0,1684,1734,e4,e6,3
True,76,10+0,1609,1726,e4,e6,3
True,54,10+0,1730,2003,d4,Nf6,6
True,131,10+0,1762,1742,e4,e6,11
True,48,20+0,1743,2269,d4,d5,4
True,89,20+0,2268,1744,e4,e6,5
True,88,10+0,1761,1578,d4,d5,5
False,92,15+10,1820,1820,d4,Nf6,6
False,58,20+60,1332,1820,e4,c5,11
False,52,5+5,1820,2621,e4,c5,6
False,65,30+10,2392,1820,e4,c5,11
True,73,10+0,1560,1403,e4,c5,4
True,57,10+0,1544,1771,e4,e5,8
True,13,10+0,1798,1549,e4,e5,7
True,29,10+0,1555,1728,e4,e5,6
True,38,10+0,1568,1515,e4,d5,6
True,44,10+0,1416,1585,e4,c5,2
True,33,10+0,1796,1591,d4,d5,4
True,24,10+0,1607,1455,e4,e5,4
True,16,10+0,1748,1591,e4,c5,4
True,53,10+0,1588,1230,e4,c5,4
True,89,10+0,1576,1573,e4,d5,4
True,22,10+0,1570,1392,e4,e5,6
True,67,10+0,1570,1582,e4,c5,3
True,113,10+0,1565,1730,e4,e6,2
True,76,10+0,1470,1581,e4,c5,3
True,55,10+0,1571,1505,e4,e5,7
False,55,10+0,1950,2212,Nh3,e5,1
False,49,10+10,1950,1226,Nf3,Nc,2
False,78,10+10,1950,1885,Nf3,Nf,4
False,29,10+10,1950,2204,Nf3,Nf,2
False,65,10+10,1950,1500,Nf3,d5,2
False,66,10+10,1950,1819,Nf3,c5,4
False,112,10+10,1950,1477,Nf3,Nc,2
False,70,10+10,1950,1500,Nf3,d5,3
True,50,10+0,2036,1706,Nf3,d5,6
False,40,10+0,1795,2036,e4,c5,6
True,33,15+0,2023,1671,Nf3,e6,2
True,30,15+0,1675,2008,e4,c5,8
True,53,15+0,1990,1678,Nf3,e6,2
False,30,20+60,1990,1465,Nf3,c5,5
False,11,60+0,1990,1756,Nf3,g6,2
False,3,60+0,1990,1779,Nf3,b6,2
False,67,10+10,1990,1447,Nf3,g6,2
True,41,45+45,1458,1980,g3,c6,4
True,28,45+45,1967,1500,Nf3,c6,2
False,52,10+10,1967,1295,Nf3,d5,3
False,30,10+0,2102,1967,e4,c5,6
False,56,10+0,1657,2033,d4,Nf6,4
False,56,10+0,1541,2033,e4,c5,11
False,41,10+0,2033,1500,d4,d5,3
False,75,10+0,2033,1567,d4,e6,2
False,59,30+0,2033,1500,d4,d5,3
False,27,10+0,1502,2033,d4,Nf6,2
True,15,10+0,1516,1500,e4,a6,2
False,84,10+0,1637,1500,e4,c5,3
False,29,5+8,1500,1336,d4,e6,2
False,19,15+0,1544,1500,e4,c5,5
False,79,10+40,2447,1802,d4,Nf6,7
False,117,10+0,2522,1802,d4,Nf6,6
False,91,30+40,2452,1802,Nf3,Nf,14
False,36,15+3,1802,2524,d4,Nf6,7
False,109,15+15,1500,1802,d4,Nf6,13
False,101,20+30,1500,1802,e4,c6,2
False,56,5+60,1802,2468,e4,e5,8
False,67,20+30,2485,1802,d4,Nf6,12
False,66,20+60,2247,1802,f3,e5,1
False,64,40+40,2426,1802,c4,Nf6,3
False,81,20+60,2400,1802,d4,Nf6,3
False,32,10+10,2404,1802,d4,Nf6,2
False,49,5+60,2621,1802,d4,Nf6,16
False,10,20+60,2035,1802,e4,c6,7
False,77,15+0,2621,1802,d4,Nf6,16
False,34,30+30,1802,2500,d4,Nf6,7
False,39,40+10,1802,1500,d4,Nf6,7
False,29,15+10,2236,1802,e4,c6,6
False,88,5+60,1802,1500,e4,c5,10
False,53,5+60,1802,2305,e4,c6,8
False,88,15+15,2400,1802,e4,c6,10
False,36,15+15,2400,1802,e4,c6,8
False,74,10+30,1802,2417,e4,c5,6
False,94,30+30,1802,2500,e4,e6,7
False,37,20+15,2422,1802,Nc3,c6,8
False,37,10+60,1802,1500,e4,c5,11
False,91,5+60,1500,1802,e4,c5,6
False,69,5+60,1802,1500,e4,e5,7
False,59,5+60,1500,1802,d4,Nf6,7
False,58,10+60,1500,1802,e4,c6,10
False,95,20+10,2500,1802,e4,c6,4
False,37,20+0,1802,2473,e4,c5,20
True,73,25+0,2169,2147,Nf3,Nc,7
True,43,10+6,2153,2168,e4,e5,9
True,56,10+6,2180,2134,d4,Nf6,4
True,119,15+10,2132,2191,e4,c5,12
True,27,10+5,2118,2151,e4,c5,12
True,97,15+5,2167,2203,e4,e6,13
True,97,20+10,2142,2266,b3,e5,5
True,76,10+10,2116,2124,e4,c5,8
True,30,20+3,2130,2103,e4,e5,10
True,32,15+10,2107,2043,e4,d6,10
True,48,15+15,1935,2094,d4,d5,8
True,35,15+0,2069,2130,e4,c6,10
True,25,10+5,2047,2035,d4,Nf6,8
True,53,10+0,1694,2041,e4,e5,9
True,58,15+0,2120,2008,e4,e5,9
True,62,30+0,2030,2091,e4,e5,6
True,76,20+10,2162,1989,e4,c5,4
True,16,15+5,1985,1540,Nf3,d5,4
True,127,25+10,2169,2002,e4,Nf6,9
True,30,8+3,2020,1952,d4,Nf6,2
True,73,25+0,1918,1883,Nf3,d5,7
True,88,20+10,1868,1949,d4,Nf6,7
True,52,20+5,1826,1769,e4,c5,10
True,62,10+10,2034,1645,d4,Nf6,2
True,13,10+10,1661,2030,d4,d5,8
True,52,10+30,1982,1512,e4,c5,5
True,70,30+0,1530,1403,e4,c5,3
True,52,10+0,1836,1905,e4,e6,8
True,99,10+0,1896,1842,d4,d5,3
True,39,10+0,1886,1885,d4,d5,3
True,31,10+0,1737,1901,e4,e6,6
True,130,10+0,1910,1955,d4,d5,3
True,31,10+0,1843,1924,e4,e6,3
True,62,10+0,1683,1919,e4,e6,2
True,30,10+0,1930,1912,d4,f5,3
True,98,10+0,1912,1920,e4,e6,9
True,116,10+0,1975,1907,e4,e6,9
True,36,10+0,1918,1914,d4,Nf6,2
True,47,10+0,1818,1932,e4,e6,3
True,116,10+0,1944,1906,d4,d6,2
True,61,10+0,1976,1954,e4,e6,9
True,32,10+0,1963,2020,d4,e6,5
True,87,10+0,1956,1836,d4,d5,3
True,109,10+0,1953,1584,d4,b5,2
True,24,10+0,1698,1949,b3,e5,3
True,87,10+0,1917,1961,d4,e6,4
True,101,10+0,1953,1886,d4,Nf6,2
True,103,10+0,1941,1977,d4,d5,3
True,53,10+0,1931,1922,d4,Nf6,2
True,88,10+0,1847,1923,e4,e6,9
True,39,10+0,1884,1935,e4,e6,3
True,31,10+0,2079,1941,e4,e6,7
True,121,10+0,1915,1943,e4,e6,3
True,147,10+0,1914,1996,d4,c6,1
True,38,10+0,1914,1903,e4,e6,9
True,30,10+0,2014,1882,e4,e5,4
True,100,10+0,1995,2014,e4,d5,6
True,170,10+0,2060,1779,e4,c5,5
True,81,10+0,2044,1984,e4,e6,8
True,101,10+0,1897,2109,e4,e6,10
True,116,10+0,2145,1977,e4,e5,10
True,30,10+0,1898,2134,e4,b6,2
True,130,10+0,2176,1917,g3,d5,1
True,105,10+0,2156,2055,e4,e6,5
True,70,10+0,1888,2145,e4,d6,2
True,27,10+0,2129,1945,Nc3,c6,4
True,44,10+0,1763,2122,e4,b6,2
True,170,10+0,2149,1757,e4,c5,5
True,28,3+10,2255,2100,d4,Nf6,8
True,57,10+10,2181,2132,d4,f5,3
True,89,10+0,1980,1860,e4,e6,11
True,133,10+0,1762,2220,e4,c5,5
True,39,10+0,2213,1860,e4,e6,3
True,33,10+0,2182,2208,e4,c5,11
True,38,10+0,1808,2175,e4,c5,8
True,49,10+0,2171,1668,e4,c6,11
True,38,10+0,1085,2171,e4,c5,4
True,123,10+0,2087,2162,Nf3,Nf,6
True,49,8+0,2156,1700,e4,c5,9
True,138,10+0,2033,2121,e4,c5,4
True,94,10+0,2114,2162,e4,c6,11
True,46,10+0,2203,2028,d4,Nf6,3
True,43,10+0,1935,2064,e4,e6,11
True,134,10+0,1971,2195,e4,e5,9
True,102,10+0,2054,1815,e4,c5,2
True,56,10+0,1652,1716,e4,c5,4
True,127,10+0,1500,1575,e4,e5,6
False,130,12+0,1776,1728,e4,e5,11
False,68,12+0,1728,1776,d4,d5,4
False,88,10+0,2036,1776,e4,e5,6
False,54,10+0,1776,2036,e4,c6,2
False,128,9+0,1776,1718,e4,b6,2
False,116,9+0,1718,1776,e4,e5,7
False,54,8+0,1718,1776,e4,e5,3
False,19,8+0,1776,1718,e4,e5,4
False,82,15+0,1697,1776,b4,e5,5
True,45,25+10,1348,1397,d4,Nf6,5
False,74,10+5,1262,1397,e4,e5,9
True,9,5+8,1337,1411,e3,e5,1
True,43,10+5,1348,1425,d4,Nf6,8
True,7,20+0,1342,1440,e4,e5,5
True,36,15+15,1799,1822,d4,d6,4
True,47,10+0,1471,1513,d4,d5,3
True,40,10+0,1523,1523,e4,e5,5
False,53,10+0,1523,1387,e4,d6,2
True,55,10+0,1533,1572,e4,d5,4
True,84,10+0,1508,1523,d4,d5,3
True,64,10+0,1786,1527,d4,d5,4
True,38,10+0,1537,1537,e4,e5,4
True,61,10+0,1527,1513,e4,e5,4
True,28,10+0,1534,1654,e4,Nc6,4
True,22,10+0,1545,1532,e4,e5,4
True,43,10+0,1604,1554,e4,e5,7
True,57,10+0,1562,1564,e4,e5,3
True,92,10+0,1506,1558,e4,e5,3
True,67,10+0,1547,1563,e4,e6,3
True,21,10+0,1535,1580,e4,e5,4
True,31,10+0,1525,1515,e4,c5,4
True,124,10+0,1532,1650,e4,e5,6
True,49,10+0,1538,1543,e4,e5,3
True,40,10+0,1509,1554,e4,e5,9
True,49,10+0,1546,1478,e4,e5,6
True,78,10+0,1542,1535,e4,e5,9
True,58,10+0,1499,1526,e4,e5,3
True,69,10+0,1527,1477,e4,e5,4
True,155,10+0,1517,1496,e4,e5,6
True,47,10+0,1507,1505,e4,e5,4
True,15,10+0,1519,1517,e4,e5,5
True,95,10+0,1503,1528,e4,e5,3
True,34,10+0,1539,1537,e4,e5,6
True,52,10+0,1549,1556,e4,c5,8
True,52,10+0,1520,1539,e4,e5,6
True,47,10+0,1529,1551,e4,e5,6
True,30,10+0,1564,1478,e4,e5,6
True,37,10+0,1507,1576,e4,e5,3
True,105,10+0,1567,1522,e4,e5,4
True,41,10+0,1568,1563,e4,e6,3
True,60,10+0,1578,1607,e4,e5,4
True,52,10+0,1563,1567,e4,e5,6
True,69,10+0,1559,1488,e4,g6,2
True,45,10+0,1500,1458,d4,d5,4
True,117,5+5,1362,1471,e4,e5,6
True,55,5+5,1462,1403,e4,d5,6
False,47,10+25,2621,1715,e4,e5,16
False,30,10+25,2621,1715,e4,e5,9
False,83,15+0,1715,1721,e4,d5,4
False,47,10+25,2621,1715,d4,Nf6,7
False,17,10+25,1715,2621,e4,c5,6
False,104,10+15,1715,2621,e4,c5,6
False,41,10+0,1826,1648,d4,g6,2
True,116,10+0,1603,1570,e4,e5,6
True,41,10+0,1590,1641,e4,e5,5
True,43,10+0,1670,1599,d4,d5,5
True,52,10+0,1612,1560,e4,e5,6
True,56,10+0,1569,1602,e4,c5,4
True,134,10+0,1580,1580,e4,c5,3
True,59,10+0,1558,1546,e4,e5,7
True,74,10+0,1647,1543,d4,Nf6,9
True,81,10+0,1531,1541,e4,c6,2
True,168,10+0,1542,1578,e4,c5,5
False,29,5+8,1500,1883,e4,e5,3
True,132,10+0,1890,2139,e4,e5,4
True,55,10+0,2131,2018,e4,c5,10
True,95,10+0,2116,2252,d4,Nf6,8
True,101,10+0,1891,1702,e4,c5,3
True,47,10+0,1697,1496,e4,d6,4
True,71,10+0,1686,1657,e4,c5,5
True,52,10+0,1542,1679,e4,c5,10
True,18,10+0,1286,1677,e4,c5,10
True,47,10+0,1672,1437,e4,e5,8
True,39,10+0,1664,1590,e4,d5,4
True,93,10+0,1592,1677,e4,c5,9
True,69,15+5,1658,1689,e4,e5,6
True,20,15+5,1702,1607,d4,Nf6,4
True,45,10+0,1734,1713,e4,c5,4
True,50,10+0,1693,1702,e4,c5,3
True,53,10+0,1883,1708,d4,Nf6,2
True,56,10+0,1719,1710,e4,e5,6
True,84,8+0,1950,1960,d4,d5,3
True,29,10+0,1864,1976,e4,c5,10
False,72,15+0,2065,1976,e4,c5,6
True,63,7+4,1976,1988,e4,c5,10
True,141,7+4,1976,1987,e4,e5,4
True,92,8+0,2035,1961,d4,c5,6
True,64,10+0,1975,1908,e4,e5,8
True,90,10+0,1463,1974,e4,d5,3
True,70,10+0,1997,1480,e4,e5,7
False,68,10+0,1950,1997,e4,d5,2
True,63,8+0,2229,2002,e4,c5,10
True,52,15+0,1468,1509,e4,e5,3
False,75,10+0,1904,1509,d4,d5,4
False,50,10+0,1509,1904,e4,g6,8
True,105,7+2,1502,1361,e4,c5,4
True,69,7+2,1913,1504,e4,e5,7
True,116,7+2,1509,1738,e4,e5,4
True,41,7+2,1369,1502,e4,e5,6
